-30030	-29435	-28360
-22805	-32175	-26455
-22385	-30520	-26071
-22020	-31805	-26507
-22010	-31375	-26488
-16135	-31780	-26581
-16135	-31500	-26491
-16135	-31980	-26538
-16135	-31730	-26116
-16135	-31020	-26001
-16135	-30985	-26472
-16135	-32110	-26962
-16135	-31475	-26202
-16135	-31635	-26599
-16135	-32145	-26735
-11320	-31905	-26569
-11320	-31640	-26606
-11320	-31145	-26249
-11320	-31740	-26328
-11320	-31170	-26021
-11320	-31770	-26051
-11320	-31490	-26178
-11320	-30610	-26193
-11320	-31340	-26044
-11320	-31875	-25983
-11320	-31905	-26116
-11320	-31920	-26320
-11320	-31810	-26507
-11320	-31040	-26290
-11320	-31460	-26241
-11320	-30815	-26163
-11320	-31805	-26024
-11320	-31215	-26019
-11320	-31500	-26084
-11320	-31520	-25861
-11320	-31840	-26362
-11320	-31645	-26135
-8890	-30565	-25496
-8890	-32040	-26132
-8890	-31135	-25826
-5560	-31600	-25684
-5560	-31915	-25637
-5560	-32050	-25721
-5560	-31515	-25620
-5560	-31860	-26029
-5560	-31045	-25398
-5560	-31980	-25938
-5560	-31045	-25588
-5560	-30780	-25368
-5560	-31500	-25701
-5560	-30710	-25165
-5560	-30900	-25513
-5560	-30750	-25222
-5560	-30555	-25410
-5560	-31630	-25454
-5560	-31535	-25590
-5560	-31545	-25649
-5560	-31455	-25345
-5560	-31710	-25585
-5560	-31640	-25795
-5560	-31705	-25320
-5560	-32005	-25644
-5560	-31920	-25474
-5560	-32145	-25339
-5560	-31635	-25235
-5560	-31650	-25516
-5560	-31705	-25310
-5560	-31500	-24867
-5560	-31875	-25413
-5560	-31545	-25328
-5560	-31570	-24884
-5560	-31745	-25283
-5560	-31645	-25182
-5560	-31910	-25211
-5560	-31670	-25009
-5560	-31905	-25376
-5560	-30590	-24638
-5560	-31875	-24858
-5560	-31815	-24868
-5560	-32075	-25044
-5560	-32085	-25072
-5560	-31500	-24836
-5560	-31810	-24612
-5560	-31640	-24708
-5560	-31875	-25127
-5560	-31840	-24798
-5560	-31780	-24654
-5560	-31490	-24716
-5560	-31980	-25038
-5560	-31970	-24800
-5560	-31910	-24957
-5560	-31810	-24825
-5560	-31205	-24751
-5560	-31975	-24593
-5560	-30605	-24787
-5560	-31575	-24932
-5560	-31725	-25296
-5560	-31265	-24699
-5560	-30490	-24638
-5560	-30825	-24426
-5560	-30460	-24477
-5560	-31480	-24392
-5560	-31430	-25047
-5560	-31400	-24649
-5560	-31500	-24697
-5560	-31945	-24792
-5560	-31635	-24809
-5560	-31460	-24532
-5560	-31185	-24577
-5560	-31095	-24472
-5560	-30320	-24656
-5560	-30655	-24515
-5560	-30645	-24360
-5560	-31080	-24703
-5560	-30920	-24717
-5560	-31490	-24798
-5560	-31905	-24149
-5560	-30700	-24416
-5560	-30295	-24283
-5560	-31605	-24611
-5560	-30655	-24393
-5560	-31340	-24349
-5560	-31300	-24992
-5560	-31000	-24528
-5560	-31335	-24560
-5560	-30810	-24542
-5560	-31890	-24808
-5560	-31480	-24255
-5560	-30355	-24352
-5560	-31490	-24750
-5560	-31625	-24711
-5560	-31070	-24837
-5560	-30755	-24562
-5560	-31490	-24855
-5560	-30300	-24022
-5560	-31280	-24984
-5560	-31230	-24595
-5560	-30510	-24096
-5560	-31780	-24611
-5560	-30655	-24579
-5560	-30655	-24120
-5560	-30750	-24084
-5560	-30655	-24253
-5560	-31460	-24624
-5560	-31455	-24363
-5560	-30145	-24170
-5560	-31230	-24163
