-9420	-8175	-9163
-4845	-10095	-8657
-4845	-9895	-8297
-4845	-9995	-8033
-4780	-9610	-7766
-4780	-9660	-7529
-4315	-10130	-7429
-4465	-9630	-7354
-4465	-9190	-7295
-4410	-10130	-7154
-4080	-9740	-7149
-3970	-10130	-7017
-3430	-10130	-6991
-2620	-10130	-6971
-3560	-9705	-6862
-3330	-10130	-6929
-2810	-10130	-6645
-2810	-9995	-6628
-3155	-9960	-6415
-2930	-9605	-6225
-2965	-10095	-6190
-2235	-9600	-6013
-2685	-9605	-5891
-2270	-9860	-5893
-2820	-10130	-5884
-2715	-9995	-5712
-2935	-10130	-5744
-2460	-10130	-5659
-2460	-9710	-5619
-2400	-10000	-5612
-2405	-9565	-5778
-2515	-9825	-5640
-2315	-9860	-5432
-1950	-9690	-5483
-2315	-9735	-5163
-185	-9350	-5332
-2110	-9575	-5193
-100	-10130	-5215
-1340	-9665	-5361
890	-10230	-5284
250	-9350	-5121
120	-9415	-5278
125	-10130	-5415
125	-9220	-5318
-475	-9575	-5251
-475	-9865	-5503
-2365	-10095	-5334
-2505	-9425	-5380
-1300	-9385	-5404
500	-9895	-5431
725	-9860	-5176
270	-9725	-5612
470	-9995	-5329
-470	-9960	-5343
-2325	-9435	-5349
-1540	-9555	-5405
-1400	-9590	-5225
-1500	-9630	-5337
-1535	-9475	-5137
-1975	-9795	-5309
-2120	-9665	-5111
-1835	-9300	-5273
-2080	-9245	-5288
120	-10000	-5076
120	-9100	-5072
120	-9735	-5042
-690	-9310	-5475
-2030	-9445	-5345
525	-9825	-5337
425	-9505	-5179
-2060	-9560	-5379
-2525	-9590	-5398
-2285	-9605	-5350
-2250	-9280	-5304
-2250	-9630	-5435
-2040	-9220	-5055
-1990	-9860	-5181
-2220	-9340	-5178
-2420	-9465	-4936
-2205	-9335	-5290
-1975	-9690	-5192
-2185	-9185	-4932
775	-9190	-4880
705	-8850	-4857
775	-9155	-5048
490	-9930	-4955
490	-9185	-5036
-755	-9120	-4984
-1645	-9640	-5054
-1950	-9480	-4984
-1880	-9040	-5042
-1625	-9030	-4790
-1865	-9630	-5413
-1605	-9260	-5442
-1940	-9630	-5312
-2205	-9065	-5175
-1835	-9295	-5009
-1890	-9165	-5001
390	-9260	-5150
-1840	-9605	-5137
290	-9665	-5049
-1745	-9640	-5175
280	-9010	-5240
-1830	-9270	-5185
-1935	-9320	-5183
-1995	-9360	-5173
-1395	-9610	-5345
-1395	-9555	-5089
-2045	-9235	-5474
-2105	-9895	-4944
-460	-9520	-5007
-2085	-9725	-5032
-2150	-9590	-5370
-2285	-9450	-5020
-2220	-9995	-5371
-2120	-9895	-4959
-1840	-10095	-5075
-1340	-9860	-5112
-1955	-9080	-5338
-1670	-9390	-5509
815	-9995	-5150
815	-9760	-5491
-1155	-8985	-5009
-2035	-9355	-5127
-1795	-9525	-5072
-1610	-9865	-5229
435	-9930	-5425
575	-9595	-5236
410	-9525	-5045
-370	-9340	-5145
-370	-9865	-5027
250	-9440	-5103
320	-9700	-4822
-170	-9695	-5261
260	-9930	-5549
-390	-9480	-5489
-250	-9340	-5439
-250	-9960	-5411
-250	-9995	-5245
210	-9895	-5157
-1985	-9145	-5494
-2070	-9995	-5381
-1345	-9570	-5369
-1760	-9530	-5213
-160	-9530	-5167
-1900	-9660	-5116
-1365	-9505	-5166
-1425	-9475	-5099
655	-9565	-5301
-155	-10130	-5297
-155	-10100	-5047
-400	-9145	-5134
260	-9635	-5055
30	-10030	-5175
30	-9860	-5303
-1425	-9505	-5330
-1700	-9865	-5325
1335	-9330	-5233
725	-9560	-5373
635	-9375	-5386
-100	-9690	-5311
250	-9760	-5598
-140	-9640	-5707
-140	-9475	-5167
-580	-9760	-5451
-1840	-9830	-5675
-1840	-9725	-5421
10	-10000	-5350
50	-9765	-5228
-1450	-9930	-5266
675	-9995	-5290
740	-9765	-4919
-1190	-9230	-5191
-1170	-9895	-5379
440	-10130	-5200
-700	-9820	-5120
-35	-9690	-5280
310	-9435	-5159
-50	-9585	-5064
450	-9295	-5332
1045	-9505	-5169
350	-9625	-5085
1930	-9150	-5211
1860	-10100	-4932
1270	-9895	-5305
-1195	-9930	-5192
-490	-9800	-5124
-940	-9575	-5094
-1630	-9505	-5150
-1590	-9795	-5195
-1765	-9340	-5233
-2270	-9505	-5542
320	-9825	-5257
-1840	-9560	-5153
-1495	-9895	-5144
-1800	-9590	-5109
435	-9435	-4942
-1190	-9145	-4945
-1435	-9730	-5253
-650	-9065	-5202
-850	-9470	-5186
-780	-9195	-4957
-1820	-9695	-5120
-800	-9215	-5289
-1990	-9260	-5105
765	-9570	-5371
565	-9395	-5151
765	-9560	-5017
755	-9835	-4864
-350	-9370	-4762
-1190	-9960	-5039
-1145	-9490	-4784
-1880	-9470	-4962
-980	-9640	-5028
-850	-9895	-5056
-850	-9760	-4921
-1985	-9365	-5302
-340	-9520	-5003
-340	-9625	-4776
5	-9530	-5028
-1265	-9660	-4932
110	-9135	-5074
-765	-8920	-5325
-735	-9470	-5076
-945	-9595	-5170
-1965	-9930	-5033
550	-9960	-5099
-1545	-9555	-4976
-2040	-9735	-4931
-860	-9760	-5173
-1905	-9525	-5280
-1505	-9455	-4977
-1505	-9770	-5067
-1540	-9495	-4920
-1540	-9375	-5113
-1000	-9440	-4819
-1445	-8985	-4847
-1035	-9090	-4721
-865	-9625	-4722
-860	-9075	-4943
-780	-9960	-5161
-850	-9530	-5278
-2110	-9795	-5256
-1700	-9660	-5337
-1690	-9540	-5218
-1695	-9595	-5032
-1715	-9610	-5074
-1640	-9795	-5232
-1895	-9725	-5005
-1895	-9490	-4903
-1705	-9740	-5091
-1540	-9310	-5427
-1720	-9335	-5075
-1935	-9400	-5215
-1980	-9625	-5213
-1090	-9625	-5281
-1165	-9530	-5089
-2055	-9280	-5501
-2055	-9595	-5304
-1935	-9650	-5574
-1730	-9625	-5310
-1540	-9830	-5101
-1410	-9210	-5349
-1005	-9800	-5502
-1080	-9795	-5407
-1545	-9725	-5296
-1815	-9245	-5690
-1815	-9495	-5643
-1950	-9395	-5348
-1130	-9260	-5264
-2030	-9365	-5223
-1745	-9625	-5597
-1645	-9730	-5483
-1855	-9735	-5211
-2115	-9700	-5277
-1880	-9425	-5403
-1990	-9530	-5227
-2340	-9315	-5573
-1845	-9450	-5681
-1255	-9665	-5434
-940	-9440	-5261
-1545	-9530	-5159
-1850	-9490	-4830
660	-9460	-4936
260	-9200	-4879
-1710	-9085	-4803
-2120	-9895	-5288
1040	-9015	-4823
1040	-9195	-4957
820	-10095	-4970
1315	-9765	-4977
1110	-9625	-4791
1195	-9995	-4670
660	-9895	-4841
-930	-9505	-4889
170	-10030	-4798
-125	-9170	-4760
-885	-9360	-4639
-960	-9475	-4726
-885	-9320	-4699
-1270	-9185	-4806
-1270	-9395	-4696
-470	-8985	-4822
-40	-9310	-4674
-1760	-9105	-5009
-1675	-9725	-4800
80	-8875	-4487
80	-9475	-4874
-2310	-9100	-5025
-2235	-9540	-5020
-800	-9400	-5163
-1385	-9660	-4927
-1055	-9340	-4657
-730	-9455	-4856
-1340	-9590	-4838
-1315	-9610	-4750
-1315	-9530	-4793
-1525	-9455	-4787
-1375	-8880	-4776
-1910	-8810	-4927
-1910	-8785	-4848
-1810	-9150	-4839
480	-8995	-4707
60	-9085	-4798
-1405	-9460	-4896
-1495	-9355	-4766
0	-10000	-4823
335	-9315	-5076
-1660	-10030	-4890
-1555	-9590	-4836
-745	-10030	-4918
-815	-8900	-4832
-780	-8870	-4905
-1080	-9190	-4793
-920	-9355	-4984
-1670	-9460	-4924
-1460	-9795	-4872
-1805	-9640	-4717
-380	-9385	-4831
-1340	-9115	-4837
-1410	-9760	-4722
-1830	-10000	-4824
-1830	-9465	-4803
-1500	-9110	-4617
145	-9055	-4679
-1395	-9210	-4680
-1975	-9735	-4905
-1955	-10000	-4856
-70	-8985	-4775
-1385	-9995	-4652
-1685	-9725	-5005
-1555	-8980	-4883
-1615	-9065	-4857
-1615	-9085	-4764
-1955	-9795	-4685
-1840	-9355	-4717
-1805	-9710	-5081
-2200	-9760	-4986
-1910	-9100	-4753
-2145	-9110	-4671
-2180	-9565	-4852
65	-8620	-4565
-1770	-8780	-4447
-1500	-9850	-4553
-1680	-9325	-4354
-1585	-9190	-4416
-1590	-9120	-4599
-1175	-9290	-4675
-1500	-9125	-4992
-945	-9420	-4543
-1505	-9795	-4632
-1775	-9695	-4825
-1020	-9965	-4610
-455	-8815	-4480
-1050	-8835	-4517
-765	-9860	-4519
-970	-9565	-4712
-1275	-9470	-4866
-520	-9505	-4618
-20	-9285	-4700
-110	-9320	-4543
-315	-9330	-4928
205	-9325	-4719
-1520	-9025	-4735
-430	-8920	-4593
260	-9660	-4852
535	-8905	-4689
785	-9895	-4536
915	-9190	-4352
915	-9220	-4280
580	-9725	-4551
770	-9210	-4264
-10	-9290	-4695
-1020	-8660	-4687
-445	-9320	-4708
-2035	-9390	-4774
1125	-9725	-4732
-1560	-9760	-4954
-370	-8920	-4863
895	-9530	-4719
-1525	-9225	-4625
-380	-9260	-4709
-1050	-9590	-4843
1065	-8915	-4668
-130	-9660	-4753
-730	-9090	-4692
-405	-9865	-4950
1075	-9015	-4917
1815	-9320	-4587
1265	-9595	-4817
-1535	-8890	-4917
410	-9425	-5058
855	-9460	-4994
2025	-9020	-4830
2345	-9380	-5171
-1810	-9235	-4849
-1800	-9475	-4849
-1865	-9725	-4745
625	-9380	-4608
625	-9320	-4908
625	-9380	-4734
-1025	-9250	-4974
-2090	-9205	-4894
210	-8960	-4555
-270	-9370	-4861
-2150	-9360	-4996
0	-9245	-5014
-35	-8995	-4477
-1880	-9340	-4906
-2060	-9295	-5134
25	-9110	-4939
215	-8960	-4915
215	-8920	-4797
-660	-9100	-5002
400	-9225	-4978
400	-8910	-4909
-1935	-9765	-4902
-1965	-9560	-4731
-1690	-9300	-5042
-1955	-9440	-4933
-2025	-9725	-4722
-2160	-9590	-4790
-2040	-9365	-4962
-1650	-9575	-4807
-1610	-9160	-4989
480	-9070	-4661
-1435	-9225	-4648
-605	-8830	-4389
710	-9015	-4681
530	-9115	-4497
120	-8970	-4704
-165	-9375	-4661
-165	-9760	-4359
-1390	-9400	-5022
-1545	-8740	-4893
-1610	-9530	-4877
-1845	-8925	-4879
-2260	-9505	-4772
-1905	-9610	-4873
-1845	-9320	-4873
-2020	-9320	-4666
-1740	-9510	-4787
-1760	-9630	-4784
-690	-9265	-4744
-1930	-9730	-4726
-1230	-9145	-4942
-1815	-8725	-4634
55	-8805	-4731
-1490	-9640	-4835
-1935	-9025	-4569
-1800	-9530	-4708
-1800	-8905	-4397
-1275	-9400	-4661
-1885	-9730	-4674
-2080	-9555	-4493
-1325	-9260	-4538
-270	-9025	-4558
-660	-9425	-4674
-960	-9185	-4539
-1115	-10000	-4608
-60	-9085	-4703
-60	-8540	-4686
-190	-9525	-4614
630	-9085	-4746
-465	-9610	-4822
-565	-9010	-4654
-1535	-9205	-4877
145	-9280	-4933
435	-8865	-4870
45	-9185	-4549
395	-9295	-4663
-1370	-9170	-4904
-1220	-8845	-4664
-1255	-9145	-4674
-445	-9495	-5016
-445	-9575	-4784
-670	-9475	-4952
-530	-9235	-4862
-2050	-9505	-5018
-1915	-9565	-4982
-1985	-9735	-4905
-1960	-9155	-5030
-1660	-9315	-4891
-1425	-8910	-4603
-1425	-9660	-4959
-2250	-10230	-4942
-2120	-9570	-5015
-395	-9395	-4910
-395	-9580	-4918
-1045	-9830	-4772
-1560	-9580	-4877
-1975	-9345	-4884
-2015	-9670	-4974
-1335	-9660	-4824
705	-9490	-4801
-1310	-10000	-4653
-1770	-9065	-4913
-1630	-9860	-4832
-1475	-9165	-4603
-2060	-8790	-4800
-2000	-9450	-4927
-1510	-9210	-4782
-390	-8785	-4654
-1525	-9370	-4769
-1525	-9590	-4987
-1450	-10130	-4631
-860	-9270	-4731
-160	-9290	-4964
-1830	-9030	-4475
-1830	-9060	-4312
-1350	-9115	-4622
-1370	-9125	-4599
-1115	-9200	-4648
-865	-9115	-4937
820	-9795	-4928
-1365	-9895	-4792
-975	-8950	-4784
-1155	-9455	-4595
-980	-9130	-4479
410	-9695	-4494
410	-9395	-4751
-165	-9560	-4604
540	-8550	-4371
-65	-9795	-5041
310	-9175	-4731
-265	-9150	-4939
-135	-9335	-4744
-135	-8860	-4722
-1895	-9600	-4829
-735	-10095	-4866
-1455	-9575	-4959
-1040	-9420	-4796
-2065	-9150	-4888
-1420	-9285	-4744
290	-9360	-4633
-1010	-9120	-4658
1175	-9015	-4559
1175	-9155	-4568
795	-9265	-4587
1175	-9335	-4688
1175	-9320	-4641
1175	-8975	-4535
-710	-9490	-4670
-795	-8965	-4495
-385	-9020	-4560
260	-9045	-4564
260	-8920	-4230
420	-8945	-4710
970	-9285	-4829
970	-9605	-4508
940	-9440	-4436
-495	-9480	-4657
635	-8795	-4433
640	-9575	-4527
680	-9995	-4407
810	-9705	-4551
-1810	-9705	-4382
290	-9935	-4395
290	-9625	-4300
910	-9420	-4500
910	-9730	-4264
1040	-9590	-4327
780	-9080	-4237
380	-9250	-4314
-130	-9235	-4189
-950	-9505	-4309
500	-8880	-4000
500	-10095	-4358
380	-9355	-3923
-430	-9355	-3816
-720	-8805	-4093
-60	-9320	-4129
-1285	-9345	-4157
-1485	-9895	-4163
-175	-9730	-4244
900	-9860	-4289
900	-9310	-4318
1270	-8880	-4136
1205	-9310	-4076
805	-9575	-4106
605	-9320	-4259
605	-9435	-3865
-1530	-9055	-3974
1255	-9825	-4230
1325	-8625	-3964
1325	-9175	-3951
1295	-9035	-4074
1295	-9560	-4062
1295	-8945	-4170
1110	-9415	-4140
-55	-9305	-4296
-1135	-9730	-4330
260	-8915	-4302
395	-8865	-4085
930	-9165	-3968
-1005	-9415	-4247
-1005	-9165	-4069
-585	-9555	-4088
-1450	-9485	-4175
-1030	-8595	-4184
-780	-9035	-4373
-775	-9320	-4159
-875	-9130	-4337
10	-9835	-4142
10	-9280	-4066
-650	-8945	-4225
-680	-9825	-4173
-1590	-9770	-4137
-1135	-8990	-4138
-1095	-9490	-4260
-770	-8915	-4301
-135	-9475	-4328
-1475	-9960	-4435
920	-9150	-4523
-1310	-8715	-4272
90	-8915	-4200
450	-9490	-4293
-1630	-9960	-4263
-1600	-9420	-3965
-1270	-9725	-3974
-1270	-9600	-3923
470	-9525	-4132
605	-8560	-4139
-1265	-9285	-4148
-1385	-8815	-4457
-1025	-9015	-4433
-1025	-8950	-4429
-610	-9525	-4182
-350	-9595	-4130
-20	-9595	-4186
-30	-9040	-4063
-490	-9995	-4212
-1040	-9525	-4473
-1285	-9860	-4623
-1435	-9415	-4293
-1445	-9280	-4308
785	-9285	-4010
1255	-9185	-4088
1025	-9960	-3937
-1395	-8680	-4080
-1365	-9040	-4201
-1480	-9485	-3924
850	-9115	-3915
370	-8320	-4045
-290	-8895	-3922
-1455	-8510	-4134
-490	-8975	-3729
-835	-10130	-3956
2285	-9210	-4012
320	-8750	-3795
760	-9145	-4111
-1215	-9795	-4343
-1215	-9665	-3998
-1615	-9295	-4046
-1110	-9155	-4106
-1625	-9050	-4112
-805	-9285	-4468
-1165	-9090	-4442
-1395	-9170	-4125
-1690	-8905	-4174
-1450	-8725	-4398
-20	-9480	-4390
-1475	-8790	-3990
-725	-9130	-4189
-655	-9465	-4534
-165	-9315	-4056
-165	-9365	-4192
1145	-9125	-4179
-1415	-9995	-4247
-1500	-9315	-4195
950	-9200	-4114
810	-9760	-4355
-1375	-8790	-4296
-1610	-9000	-4108
620	-8810	-3847
620	-9155	-4185
620	-9360	-4137
850	-9285	-4027
1290	-9050	-3958
-1570	-9490	-4321
-80	-9045	-4068
680	-8855	-4020
-1335	-8855	-3716
-1555	-8945	-3980
-1475	-9120	-4412
-1410	-8695	-4120
-1310	-8930	-4148
60	-9285	-4213
580	-8990	-4003
-1705	-9305	-4155
-1470	-9130	-4274
-560	-9115	-4149
-230	-9610	-4044
725	-8995	-4088
840	-8475	-4094
710	-9130	-4094
-5	-9075	-4213
750	-9215	-4090
10	-9210	-4011
420	-9190	-4135
-195	-9130	-4285
875	-8425	-4092
875	-9620	-3868
820	-9150	-4136
670	-8580	-3932
695	-9220	-4183
695	-8320	-4010
625	-8670	-3928
625	-9695	-4199
1085	-9460	-4321
855	-9495	-4445
825	-9625	-4226
-1195	-9965	-4453
-1140	-8640	-4095
-505	-8595	-4042
690	-9235	-4355
-1165	-8965	-4362
-1505	-9035	-4383
-550	-9585	-4343
-1100	-9425	-4411
1600	-9285	-4239
695	-9030	-4389
-1520	-9305	-3992
-1065	-8795	-4045
-1065	-9360	-4148
-570	-8950	-4069
-570	-8845	-3855
-505	-9475	-4115
-505	-10230	-4195
-25	-9040	-4365
5	-8210	-4034
-1250	-8670	-4219
-395	-8865	-4250
-190	-8965	-4265
-60	-9995	-4080
950	-9010	-4263
715	-9050	-4230
715	-9135	-3960
-635	-8740	-4077
-1080	-9170	-4221
-1060	-8880	-4122
-1100	-9180	-4340
75	-9490	-4255
-1645	-9080	-4158
-1235	-8955	-4128
-880	-9150	-4192
-1615	-9930	-4404
65	-9825	-4094
65	-9320	-4370
-325	-8950	-4257
-820	-8880	-4434
155	-9210	-4115
385	-9635	-4061
385	-9045	-4278
-1625	-8195	-4099
-1795	-9460	-4252
-1860	-9640	-4146
-1295	-8845	-4229
-1295	-9015	-4197
-1295	-8565	-4169
-1395	-9470	-4207
-1815	-9960	-4425
770	-9075	-4216
1010	-9045	-4426
-300	-9210	-4419
-300	-9165	-4412
465	-9725	-4263
-300	-9180	-4499
-770	-9160	-4292
-1300	-9200	-4249
-985	-9130	-4222
-420	-9795	-4250
-1490	-9340	-4163
-1490	-9725	-4191
-1465	-9420	-4293
1835	-9530	-4086
1835	-9575	-4088
475	-8850	-4082
330	-8665	-4296
-865	-9265	-4092
-940	-8890	-4146
-940	-9665	-4216
-1785	-8850	-4121
-1785	-9130	-4071
-1170	-9460	-4316
-1270	-9050	-4149
-1210	-9010	-4215
580	-9380	-4040
-200	-9690	-4273
-670	-8725	-4175
-140	-8730	-4430
450	-8930	-4509
50	-9000	-4330
-685	-9285	-4455
-685	-8995	-4258
-1120	-9895	-4338
-1120	-9660	-4469
-1300	-9370	-4405
-1455	-8845	-4321
-1455	-9205	-3847
-715	-9225	-4365
-1010	-8820	-4328
-880	-9085	-4364
-1505	-9185	-4374
0	-9050	-4513
-1185	-8950	-4072
-1345	-8905	-4114
1515	-8475	-4103
-1115	-9190	-4407
255	-9285	-4053
255	-8945	-4229
-1750	-9385	-4477
745	-9050	-4346
745	-9075	-4138
995	-8920	-3961
810	-9045	-4168
810	-8385	-3767
885	-9320	-4097
1660	-9290	-4053
745	-8850	-4043
465	-8615	-4091
395	-9020	-3945
1290	-8815	-3935
1245	-9110	-4097
1245	-9390	-4260
1030	-9860	-3967
915	-9180	-3786
915	-9300	-4017
-715	-9210	-3937
1025	-8930	-3849
985	-8655	-3796
1245	-9450	-3877
845	-8080	-3579
-520	-9370	-3864
420	-9130	-4019
840	-8645	-3741
840	-9830	-3926
510	-9345	-3847
840	-8645	-3578
840	-8290	-3553
1405	-8815	-3661
1040	-9150	-3938
1040	-9895	-3620
1040	-9825	-3500
970	-9050	-3776
970	-9360	-3604
970	-8340	-3735
1885	-9795	-3783
1785	-9050	-3521
1785	-8270	-3313
1515	-9080	-3612
1545	-8880	-3554
1545	-9310	-3651
1545	-9960	-3659
1155	-8665	-3528
25	-9420	-3833
540	-9255	-3860
1295	-9200	-3590
675	-9285	-3737
700	-8695	-3600
700	-9730	-3825
740	-8635	-3707
700	-9625	-3612
1025	-9455	-3706
1060	-8555	-3616
1125	-8240	-3659
1475	-9765	-3781
